ref,book,chapter,verse,english,ekegusii,swahili,source,eng_words,eke_words,swa_words,story_id,page,needs_review
PRO 10:7,PRO,10.0,7.0,"The memory of the righteous is a blessing, but the name of the wicked will rot.","Okoinyorwa kw’omonyene oboronge nigo gokorenta ogosesenigwa, korende erieta ri’omokori amabe nigo riragunde.","Kumbukumbu ya mwenye haki itakuwa baraka, lakini jina la mwovu litaoza.",bible_ebible,16.0,12.0,11.0,,,
PRO 10:8,PRO,10.0,8.0,"A wise heart will receive commandments, but foolish lips will come to ruin.","Omonto ore omong’aini ase enkoro yaye nigo anchete amachiiko, korende oyogokwana amang’ana atagwenereti nigo arasirigwe.","Mwenye hekima moyoni hupokea maagizo, lakini mpumbavu apayukaye huangamia.",bible_ebible,13.0,15.0,9.0,,,
PRO 10:9,PRO,10.0,9.0,"He who walks in integrity walks securely, but he who perverts his ways will be found out.","Omonto okobwatia chiinchera chi’oboronge nigo araarendwe buya, korende oyo okobwatia chiinchera chimbe nigo aramanyekane.","Mtu mwadilifu hutembea salama, lakini mtu aendaye katika njia zilizopotoka atagunduliwa.",bible_ebible,17.0,14.0,11.0,,,
PRO 11:1,PRO,11.0,1.0,"Dishonest scales are an abomination to the LORD, but an accurate weight is His delight.","Egepimo ki’oborito ki’oborianania nigo kere okogechia ase Omonene, korende egi’ekeene nigo gekomogokia.","Bwana huchukia sana mizani za udanganyifu, bali vipimo sahihi ni furaha yake.",bible_ebible,15.0,12.0,12.0,,,
PRO 11:10,PRO,11.0,10.0,"When the righteous thrive, the city rejoices, and when the wicked perish, there are shouts of joy.","Ekero abanyene oboronge bageendererete koba buya, abanto b’omochie nigo bakogoka, na ekero abakori amabe bagosira nigo bagoaka amariogi y’omochengo.","Wakati mwenye haki anapofanikiwa, mji hufurahi; mwovu atowekapo, kuna kelele za furaha.",bible_ebible,17.0,19.0,12.0,,,
PRO 11:11,PRO,11.0,11.0,"By the blessing of the upright a city is built up, but by the mouth of the wicked it is torn down.","Goetera ase ogosesenia kw’abanyene oboronge omochie nigo okoimokererigwa igoro, korende goetera ase chinkwana chi’abakori amabe nigo okoiyerigwa.","Kutokana na baraka ya mtu mnyofu mji hukwezwa, bali kwa kinywa cha mwovu mji huharibiwa.",bible_ebible,22.0,17.0,15.0,,,
PRO 11:12,PRO,11.0,12.0,"Whoever shows contempt for his neighbor lacks judgment, but a man of understanding remains silent.","Omonto ogochaaya omonto onde, oyio nigo aborire obong’aini, korende omonto omong’aini nigo agokira‐kiri.","Mtu asiye na akili humdharau jirani yake, bali mtu mwenye ufahamu huuzuia ulimi wake.",bible_ebible,15.0,13.0,14.0,,,
PRO 11:13,PRO,11.0,13.0,"A gossip reveals a secret, but a trustworthy person keeps a confidence.","Omonto okona‐goeta‐etia obogenki nigo akoorokia obobisi, korende oyobwate omoika bw’obwegenwa tari koorokia obobisi.","Masengenyo husaliti tumaini, bali mtu mwaminifu hutunza siri.",bible_ebible,12.0,13.0,8.0,,,
PRO 11:14,PRO,11.0,14.0,"For lack of guidance, a nation falls, but with many counselors comes deliverance.","Ase ogoseemia okuya gotari, egesaku nigo gekogwa, korende ase abasemia abange abaya bare, oborendi obuya ’mboreo.","Pasipo ushauri wa hekima taifa huanguka, bali washauri wengi hufanya ushindi uwe wa hakika.",bible_ebible,13.0,16.0,14.0,,,
PRO 11:15,PRO,11.0,15.0,"He who puts up security for a stranger will surely suffer, but the one who hates indebtedness is secure.","Omonto okwerua koba intenenera ase omonto omoao nigo agwesoyia ase emechando, korende oyo okwanga koba intenenera nigo erendete buya.","Yeye amdhaminiye mgeni hakika atateseka, bali yeyote akataaye kuunga mkono dhamana ni salama.",bible_ebible,19.0,19.0,13.0,,,
PRO 11:16,PRO,11.0,16.0,"A gracious woman attains honor, but ruthless men gain only wealth.",Omokungu omwesiki nigo akogeenderera gosikwa botambe. Abanto abatindi nabwo bakobogoria chinibo ase chinguru.,"Mwanamke mwenye moyo wa huruma hupata heshima, bali wanaume wakorofi hupata mali tu.",bible_ebible,11.0,13.0,13.0,,,
PRO 11:17,PRO,11.0,17.0,"A kind man benefits himself, but a cruel man brings trouble on himself.","Omonto ore n’amaabera nigo akwerentera amaya, korende omonto omotindi nigo agwechaanda ere omonyene.","Mwenye huruma hujinufaisha mwenyewe, bali mkatili hujiletea taabu mwenyewe.",bible_ebible,13.0,13.0,9.0,,,
PRO 11:18,PRO,11.0,18.0,"The wicked man earns an empty wage, but he who sows righteousness reaps a true reward.","Omokori amabe nigo akwenyorera eng’eria y’oborianania, korende oyo ogosimeka oboronge nigo akwenyorera eng’eria y’ekeene.","Mtu mwovu hupata ujira wa udanganyifu, bali yeye apandaye haki huvuna tuzo ya uhakika.",bible_ebible,16.0,14.0,14.0,,,
PRO 11:19,PRO,11.0,19.0,"Genuine righteousness leads to life, but the pursuit of evil brings death.","Omonto ore omwegenwa, ase oboronge bwaye nabe moyo, korende oyo okorigia obobe na kobobwatia nakwe.","Mtu mwenye haki kweli kweli hupata uzima, bali yeye afuatiliaye ubaya huendea kifo chake.",bible_ebible,12.0,15.0,14.0,,,
PRO 11:2,PRO,11.0,2.0,"When pride comes, disgrace follows, but with humility comes wisdom.","Ekero oboenenu bwachire, nobosooku nario bogocha, korende obong’aini nigo bokonyorekana ase abanto abaitongo.","Kiburi kinapokuja, ndipo huja aibu, bali unyenyekevu huja na hekima.",bible_ebible,10.0,13.0,10.0,,,
PRO 11:20,PRO,11.0,20.0,"The perverse in heart are an abomination to the LORD, but the blameless in their walk are His delight.","Abanto abakorekanu ase chinkoro chiabo nigo bare okogechia ase Omonene, korende abare n’orogendo ororonge nigo bakomogokia.","Bwana huwachukia sana watu wenye moyo wa upotovu, bali hupendezwa na wale ambao njia zao hazina lawama.",bible_ebible,19.0,16.0,17.0,,,
PRO 11:21,PRO,11.0,21.0,"Be assured that the wicked will not go unpunished, but the offspring of the righteous will escape.","Ekeene, Omonto omobe goika anyore egesusuro, korende oroiboro rw’abanyene oboronge ’ndotoorigwe.","Uwe na hakika na hili: Waovu hawataepuka kuadhibiwa, bali wenye haki watakuwa huru.",bible_ebible,17.0,11.0,13.0,,,
PRO 11:22,PRO,11.0,22.0,Like a gold ring in a pig’s snout is a beautiful woman who lacks discretion.,Omokungu omonyakieni otari nechiseemi nigo anga buna ebonyi y’etaabu ere ase chimioro chi’embeche.,Kama pete ya dhahabu katika pua ya nguruwe ndivyo alivyo mwanamke mzuri ambaye hana busara.,bible_ebible,15.0,13.0,15.0,,,
PRO 11:23,PRO,11.0,23.0,"The desire of the righteous leads only to good, but the hope of the wicked brings wrath.","Okogania kw’abanyene oboronge nigo gokorenta amaya, korende okw’abakori amabe nigo gokobarentera egesusuro.","Shauku ya mwenye haki huishia tu kwenye mema, bali tumaini la mwovu huishia tu kwenye ghadhabu.",bible_ebible,17.0,12.0,16.0,,,
PRO 11:24,PRO,11.0,24.0,"One gives freely, yet gains even more; another withholds what is right, only to become poor.","Ere omonto okorua ebinto ebinge, nigo akomenteranigwa ebinge goetania, na nere oria omogooko otari korua, nigo akogeenderera kona‐koremerwa.","Kuna mtu atoaye kwa ukarimu, hata hivyo hupata zaidi, mwingine huzuia, lakini huwa maskini.",bible_ebible,16.0,18.0,14.0,,,
PRO 11:25,PRO,11.0,25.0,"A generous soul will prosper, and he who refreshes others will himself be refreshed.","Omonto okorua n’omoyo bw’ogwancha natenenkigwe; nere oyokorua amaache agokendia erang’o, nere boigo ’naegwe amaache agokendia erang’o yaye.",Mtu mkarimu atastawi; yeye awaburudishaye wengine ataburudishwa mwenyewe.,bible_ebible,14.0,17.0,8.0,,,
PRO 11:26,PRO,11.0,26.0,"The people will curse the hoarder of grain, but blessing will crown the one who sells it.","Omonto oria okwegimeria endagera ase obong’iti, nigo akoragererigwa nabaanto, korende ogosesenigwa nigo kore igoro ase omotwe bw’oria okoyeoonia.","Watu humlaani mtu awanyimae watu nafaka, bali baraka itamkalia kichwani kama taji yeye aliye radhi kuiuza.",bible_ebible,17.0,18.0,16.0,,,
PRO 11:27,PRO,11.0,27.0,"He who searches out good finds favor, but evil will come to him who seeks it.","Omonto ogokora omokia korigia ayare amaya, oyio nigo akonyora ayare amaya, korende oyokorigia ay’obobe, obobe nigo bokomonyoora.","Yeye atafutaye mema hupata ukarimu, bali ubaya huja kwake yeye autafutaye.",bible_ebible,16.0,17.0,11.0,,,
PRO 11:28,PRO,11.0,28.0,"He who trusts in his riches will fall, but the righteous will thrive like foliage.","Omonto osemeretie chinibo chiaye nigo aragwe, korende abanyene oboronge ’mbareerete buna amato amarere y’emete.","Yeyote ategemeaye utajiri wake ataanguka, bali mwenye haki atastawi kama jani bichi.",bible_ebible,15.0,14.0,12.0,,,
PRO 11:29,PRO,11.0,29.0,"He who brings trouble on his house will inherit the wind, and the fool will be servant to the wise of heart.",Omonto okorenta emechando ase enyomba yaye nigo aranyore ayare buna embeo bosa; oyore omoriri nigo arabe omosomba bw’omonto omong’aini.,"Yeye aletaye taabu kwa jamaa yake atarithi tu upepo, naye mpumbavu atakuwa mtumishi wa wenye hekima.",bible_ebible,22.0,19.0,16.0,,,
PRO 11:3,PRO,11.0,3.0,"The integrity of the upright guides them, but the perversity of the faithless destroys them.","Obwegenwa bw’abanyene oboronge nigo bokobaraa, korende obokorekanu bw’abatari abegenwa nigo bokobasiria.","Uadilifu wa wenye haki huwaongoza, bali wasio waaminifu huharibiwa na hila yao.",bible_ebible,15.0,11.0,12.0,,,
PRO 11:30,PRO,11.0,30.0,"The fruit of the righteous is a tree of life, and he who wins souls is wise.","Okwama kw’omonyaboronge nigo kore omote bw’obogima, nere oyokong’usa emioyo y’abanto n’omonto omong’aini.","Tunda la mwenye haki ni mti wa uzima, naye mwenye hekima huvuta roho za watu.",bible_ebible,17.0,12.0,15.0,,,
PRO 11:31,PRO,11.0,31.0,"If the righteous receive their due on earth, how much more the ungodly and the sinner!","Onye omonyene oboronge okonyora eng’eria yaye aiga ase ense, Inee, omokori amabe na omonyabibe, abwo tibakoegwa eng’eria yabo goetania?","Kama wenye haki watapokea ujira wao duniani, si zaidi sana yule asiyemcha Mungu na mwenye dhambi?",bible_ebible,16.0,19.0,16.0,,,
PRO 11:4,PRO,11.0,4.0,"Riches are worthless in the day of wrath, but righteousness brings deliverance from death.","Chinibo tichiri gokonya kende ase rituko ri’endamwamu, korende oboronge nigo boratoorie korwa ase amakweri.","Utajiri haufaidi kitu katika siku ya ghadhabu, bali haki huokoa kutoka mautini.",bible_ebible,14.0,14.0,12.0,,,
PRO 11:5,PRO,11.0,5.0,"The righteousness of the blameless directs their path, but the wicked fall by their own wickedness.","Oboronge bw’omonto omoikeranu nigo borarongeyie chiinchera chiaye, korende omokori amabe, obobe bwaye ’mbomoiyerie.","Haki ya wasio na lawama, huwatengenezea njia iliyonyooka, bali waovu huangushwa kwa uovu wao wenyewe.",bible_ebible,16.0,13.0,15.0,,,
PRO 11:6,PRO,11.0,6.0,"The righteousness of the upright delivers them, but the faithless are trapped by their own desires.","Oboronge bw’abaanto bare ne chinkoro chindonge mbobatoorie, korende abasaria nigo barabwatwe n’okogania kwabo okobe.","Haki ya wanyofu huwaokoa, bali wasio waaminifu hunaswa na tamaa mbaya.",bible_ebible,16.0,14.0,11.0,,,
PRO 11:7,PRO,11.0,7.0,"When the wicked man dies, his hope perishes, and the hope of his strength vanishes.","Ekero omokori amabe agokwa, ogosemeria kwaye nigo kogokwa amo nere, ee, aya abwo batamoirogeti Nyasae basemeretie nigo agosira.","Wakati mtu mwovu anapokufa, matumaini yake hutoweka; yote aliyoyatazamia kutokana na nguvu zake huwa si kitu.",bible_ebible,15.0,18.0,16.0,,,
PRO 11:8,PRO,11.0,8.0,The righteous man is delivered from trouble; in his place the wicked man goes in.,"Omonyene oboronge nigo akorusigwa ase emechando, erio omokori amabe osoa ase emechando ribaga riaye.","Mtu mwenye haki huokolewa kutoka taabu, naye mtu mwovu huingia humo badala yake.",bible_ebible,15.0,14.0,13.0,,,
PRO 11:9,PRO,11.0,9.0,"With his mouth the ungodly man destroys his neighbor, but through knowledge the righteous are rescued.","Oyo otamoirogeti Nyasae nigo agosiria abanto bande n’amang’ana agokwana korwa ase omonwa oye, korende goetera ase obong’aini abanyene oboronge ’mbatoorigwe.","Kwa kinywa chake mtu asiyemwamini Mungu humwangamiza jirani yake, bali kwa maarifa mwenye haki huokolewa.",bible_ebible,16.0,20.0,15.0,,,
PRO 12:1,PRO,12.0,1.0,"Whoever loves discipline loves knowledge, but he who hates correction is stupid.","Onde bwensi bwanchete amorokererio yokomoorongeyia, oyio nigo anchete chiseemi, korende oyo ogechete ogokuurerwa n’omoriri.","Yeyote apendaye kuadibishwa hupenda maarifa, bali yeye achukiaye kuonywa ni mpumbavu.",bible_ebible,12.0,14.0,11.0,,,
PRO 12:10,PRO,12.0,10.0,"A righteous man regards the life of his animal, but the tender mercies of the wicked are only cruelty.","Omonyene oboronge nigo agochaandekera nonya n’obogima bwe chitugo chiaye, korende oboseera bw’enkoro y’omokori amabe nigo bore ase ogotogonya.","Mtu mwenye haki hujali mahitaji ya mnyama wake, bali matendo ya huruma ya mwovu ni ukatili.",bible_ebible,19.0,18.0,16.0,,,
PRO 12:11,PRO,12.0,11.0,"The one who works his land will have plenty of food, but whoever chases fantasies lacks judgment.","Omonto ogokora emeremo ase omogondo oye ’natware ebinge akoria, korende oyo ogotunyana amang’ana atagwenereti, ere ’mbosa.","Yeye alimaye shamba lake atakuwa na chakula tele, bali yeye afuataye mambo ya upuzi hana akili.",bible_ebible,17.0,16.0,16.0,,,
PRO 12:12,PRO,12.0,12.0,"The wicked desire the plunder of evil men, but the root of the righteous flourishes.","Omokori amabe nigo akogania ebionga bi’abaanto ababe, korende omori bw’omonyene oboronge nigo ogoseboka bwama.","Waovu hutamani mateka ya watu wabaya, bali shina la mwenye haki hustawi.",bible_ebible,15.0,14.0,12.0,,,
PRO 12:13,PRO,12.0,13.0,"An evil man is trapped by his rebellious speech, but a righteous man escapes from trouble.","Omonto omobe nigo agotegwa n’ogosaria gokorwa ase ebikoba biaye, korende omonyene oboronge natooreke korwa ase emechando.","Mtu mwovu hunaswa kwa mazungumzo yake ya dhambi, bali mwenye haki huepuka taabu.",bible_ebible,16.0,16.0,13.0,,,
PRO 12:14,PRO,12.0,14.0,"By fruitful speech a man is filled with good things, and the work of his hands returns to him.","Okwama kw’amang’ana y’omonto agokwana nigo gokomorentera amaya akomoisanekia, na emeremo y’amaboko ’omonto nigo ekomoiranera.","Kutokana na tunda la midomo yake mtu hujazwa na mambo mema, hakika kama ilivyo kazi ya mikono yake humtunza.",bible_ebible,19.0,14.0,19.0,,,
PRO 12:15,PRO,12.0,15.0,"The way of a fool is right in his own eyes, but a wise man listens to counsel.","Enchera y’omonto omoriri nigo ekororekana ase amaiso aye ng’a nendonge, korende omonto omong’aini nigo akoigwera ogoseemigwa.","Njia ya mpumbavu huonekana sawa machoni pake mwenyewe, bali mtu mwenye hekima husikiliza ushauri.",bible_ebible,18.0,16.0,14.0,,,
PRO 12:16,PRO,12.0,16.0,"A fool’s anger is known at once, but a prudent man overlooks an insult.","Okobeea kw’omonto omoriri nigo gokomanyekana rimo rioka, korende omonto omong’aini nigo akoombia otuba obobe.","Mpumbavu huonyesha kuudhika kwake mara moja, bali mtu wa busara hupuuza matukano.",bible_ebible,14.0,14.0,12.0,,,
PRO 12:17,PRO,12.0,17.0,"He who speaks the truth declares what is right, but a false witness speaks deceit.","Omonto bwanchete gokwana ekeene nigo akoorokia oboronge, korende kirori bw’oborimo nigo agokwana obong’ainereria.","Shahidi wa kweli hutoa ushuhuda wa kuaminika, bali shahidi wa uongo husema uongo.",bible_ebible,15.0,13.0,13.0,,,
PRO 12:18,PRO,12.0,18.0,"Speaking rashly is like a piercing sword, but the tongue of the wise brings healing.","Amang’ana omonto otari korengereria agokwana, nigo anga buna omoro ogokeba, korende oromeme rw’omonto omong’aini nigo rokorenta amang’ana akogwenia.","Maneno ya kipumbavu huchoma kama upanga, bali ulimi wa mwenye hekima huleta uponyaji.",bible_ebible,15.0,18.0,13.0,,,
PRO 12:19,PRO,12.0,19.0,"Truthful lips endure forever, but a lying tongue lasts only a moment.","Ebikoba bigokwana ekeene ’mbigeenderere kobao botambe, korende oromeme rogokwana oborimo nigo rokobao ase engaki enke yoka.","Midomo isemayo kweli hudumu milele, bali ulimi wa uongo hudumu kwa muda mfupi tu.",bible_ebible,12.0,16.0,14.0,,,
PRO 12:2,PRO,12.0,2.0,"The good man obtains favor from the LORD, but the LORD condemns a man who devises evil.","Omonene nigo akomonyoorera monto omuya ogwancherwa, korende omonachera ekiina oyogokora emeroberio y’obobe.","Mtu mwema hupata kibali kutoka kwa Bwana, bali Bwana humhukumu mwenye hila.",bible_ebible,17.0,12.0,12.0,,,
PRO 12:20,PRO,12.0,20.0,"Deceit is in the hearts of those who devise evil, but the counselors of peace have joy.","Obong’ainereria nigo bore ase chinkoro chi’abwo bakoroberia amabe, korende abwo bakoroberia ay’omorembe nigo bakogera omogooko oba.","Upo udanganyifu katika mioyo ya wale ambao hupanga mabaya, bali kuna furaha kwa wale wanaoleta amani.",bible_ebible,17.0,16.0,16.0,,,
PRO 12:21,PRO,12.0,21.0,"No harm befalls the righteous, but the wicked are filled with trouble.","Amabe takobanyora abanyene oboronge, korende abakori amabe ’mbanyorwe n’amabe amaange.","Hakuna dhara linalompata mwenye haki, bali waovu wana taabu nyingi.",bible_ebible,12.0,10.0,10.0,,,
PRO 12:22,PRO,12.0,22.0,"Lying lips are detestable to the LORD, but those who deal faithfully are His delight.","Ebikoba bigokwana oborimo nigo bire okogechia ase Omonene, korende abare abegenwa ase ogokora kwabo nigo bakomogokia.","Bwana anachukia sana midomo idanganyayo, bali hufurahia watu ambao ni wa kweli.",bible_ebible,15.0,16.0,12.0,,,
PRO 12:23,PRO,12.0,23.0,"A shrewd man keeps his knowledge to himself, but a foolish heart proclaims its folly.","Omonto omong’aini nigo akobisa ay’amanyete, korende abariri nigo bakoraria oboriri korwa ase chinkoro chiabo.","Mtu mwenye busara hujihifadhia maarifa yeye mwenyewe, bali moyo wa wapumbavu hububujika upumbavu.",bible_ebible,15.0,14.0,13.0,,,
PRO 12:24,PRO,12.0,24.0,"The hand of the diligent will rule, but laziness ends in forced labor.","Okoboko kw’omonto omonyamokia ’nkogambe, korende oyore omworo nabetererigwe akore emeremo y’obosomba.","Mikono yenye bidii itatawala, bali uvivu huishia katika kazi za utumwa.",bible_ebible,13.0,11.0,11.0,,,
PRO 12:25,PRO,12.0,25.0,"Anxiety weighs down the heart of a man, but a good word cheers it up.","Ogoichana kore ase enkoro y’omonto nigo gokomoiyeria, korende ring’ana rigiya nigo rikomorentera omogooko.","Moyo wa wasiwasi humlemea mtu, bali neno la huruma humfurahisha.",bible_ebible,15.0,13.0,10.0,,,
PRO 12:26,PRO,12.0,26.0,"A righteous man is cautious in friendship, but the ways of the wicked lead them astray.","Omonyene oboronge nigo are omoraai omuya bw’omogisangio oye, korende chiinchera chi’abakori amabe nigo chikobatang’ana chiabasiria.","Mtu mwenye haki ni mwangalifu katika urafiki, bali njia ya waovu huwapotosha.",bible_ebible,16.0,15.0,12.0,,,
PRO 12:27,PRO,12.0,27.0,"A lazy man does not roast his game, but a diligent man prizes his possession.","Omonto omworo tari koiyeka nonya n’eki arusirie ase orotwari rw’aye, korende omonyamokia nigo akoyerioseria enibo yaye rigori rekerengo ekenene.","Mtu mvivu haoki mawindo yake, bali mtu mwenye bidii ana mali za thamani.",bible_ebible,15.0,19.0,13.0,,,
PRO 12:28,PRO,12.0,28.0,"There is life in the path of righteousness, but another path leads to death.","Ase enchera y’oboronge obogima ’mboreo, na amakweri tari gotooka ase boeto obwo.",Katika njia ya haki kuna uzima; katika mapito hayo kuna maisha ya milele.,bible_ebible,14.0,12.0,13.0,,,
PRO 12:3,PRO,12.0,3.0,"A man cannot be established through wickedness, but the righteous cannot be uprooted.","Ogotamoiroka Nyasae tigokoagaacha omonto na komokong’ia, korende omori bw’omonyaboronge tokonyegerigwa.","Mtu hathibitiki kutokana na uovu, bali mwenye haki hataondolewa.",bible_ebible,13.0,10.0,9.0,,,
PRO 12:4,PRO,12.0,4.0,"A wife of noble character is her husband’s crown, but she who causes shame is like decay in his bones.","Omokungu omuya nigo are eguutwa y’omosaacha oye, korende omokungu okorenta obosooku nigo are buna oboguundo ase amauga y’omosaacha oye.","Mke mwenye tabia nzuri ni taji ya mumewe, bali aaibishaye ni kama uozo katika mifupa ya mumewe.",bible_ebible,20.0,19.0,17.0,,,
PRO 12:5,PRO,12.0,5.0,"The plans of the righteous are just, but the counsel of the wicked leads to deceit.","Ebirengererio bi’omonyene oboronge nigo bire ebi’ekeene, korende ogoseemia kw’abakori amabe nigo kore okw’obong’ainereria.","Mipango ya mtu mwadilifu ni ya haki, bali ushauri wa mwovu ni udanganyifu.",bible_ebible,16.0,13.0,13.0,,,
PRO 12:6,PRO,12.0,6.0,"The words of the wicked lie in wait for blood, but the speech of the upright rescues them.","Amang’ana yabakori amabe nigo akoboera na goitera amanyinga, korende aria abanyene oboronge bagokwana nigo agotooria abanto.","Maneno ya waovu huotea kumwaga damu, bali maneno ya waadilifu huwaokoa.",bible_ebible,18.0,16.0,11.0,,,
PRO 12:7,PRO,12.0,7.0,"The wicked are overthrown and perish, but the house of the righteous will stand.","Abakori amabe nigo bakoiyerigwa basira kegima, korende enyomba y’omonyene oboronge ’nemenye na gotenena.","Watu waovu huondolewa na kutoweka, bali nyumba ya mwenye haki husimama imara.",bible_ebible,14.0,13.0,12.0,,,
PRO 12:8,PRO,12.0,8.0,"A man is praised according to his wisdom, but a twisted mind is despised.","Omonto nigo agotogigwa buna obong’aini bwaye bore, korende oyore nebirengererio ebikorekanu nigo agochaaywa.","Mtu husifiwa kulingana na hekima yake, bali watu wenye akili zilizopotoka hudharauliwa.",bible_ebible,14.0,13.0,12.0,,,
PRO 12:9,PRO,12.0,9.0,"Better to be lightly esteemed yet have a servant, than to be self-important but lack food.","Omonto omoitongo ogwekorera emeremo yaye omonyene nigo are omuya kobua omonto ogwekora koba omonene, korende tabwati endagera.","Heri mtu wa hali ya chini mwenye mtumishi, kuliko kujifanya mtu wa hali ya juu nawe huna chakula.",bible_ebible,16.0,17.0,18.0,,,
PRO 13:1,PRO,13.0,1.0,"A wise son heeds his father’s discipline, but a mocker does not listen to rebuke.","Omwana omong’aini nigo akoigwera amorokererio a ise, korende oyore omochaayi tari gwancha ogokuurerwa.","Mwana mwenye hekima husikia mafundisho ya babaye, bali mwenye dharau hasikilizi maonyo.",bible_ebible,15.0,13.0,12.0,,,
PRO 13:10,PRO,13.0,10.0,"Arrogance leads only to strife, but wisdom is with the well-advised.","Oboenenu nigo bokorenta okoamererania, korende baria bakoigwera ogoseemigwa nigo bakoba n’obong’aini.","Kiburi huzalisha magomvi tu, bali hekima hupatikana kwa wale wanaozingatia ushauri.",bible_ebible,11.0,11.0,11.0,,,
PRO 13:11,PRO,13.0,11.0,"Dishonest wealth will dwindle, but what is earned through hard work will be multiplied.","Enibo enyorire ase obwango ase enchera y’obobe nigo egosira, korende ey’ekonyorekana ase okoyekorera emeremo ’nementekane.","Fedha isiyo ya halali hupungua, bali yeye akusanyaye fedha kidogo kidogo huongezeka.",bible_ebible,14.0,15.0,12.0,,,
PRO 13:12,PRO,13.0,12.0,"Hope deferred makes the heart sick, but desire fulfilled is a tree of life.","Egesemeirie kogiatebanire nigo gekogera enkoro yarwara, korende ogosemeria kogwaikeraniigwe nigo kore omote bw’obogima.","Kilichotarajiwa kikikawia kuja moyo huugua, bali tumaini lililotimizwa ni mti wa uzima.",bible_ebible,14.0,13.0,12.0,,,
PRO 13:13,PRO,13.0,13.0,"He who despises instruction will pay the penalty, but the one who respects a command will be rewarded.","Omonto ogochaaya Ring’ana nigo arasirigwe narirorio, korende oyokoiroka ogochika nanyore eng’eria y’obuya.","Yeye anayedharau mafundisho anajiletea maangamizi, bali yeye anayeheshimu agizo hupewa tuzo.",bible_ebible,18.0,12.0,11.0,,,
PRO 13:14,PRO,13.0,14.0,"The teaching of the wise is a fountain of life, turning one from the snares of death.","Amorokererio y’omonto omong’aini nigo are ensoko y’obogima, ekiagera nigo agokoonya omonto tabwatwa n’omotego bw’amakweri.","Mafundisho ya mwenye busara ni chemchemi ya uzima, ili kumwepusha mtu na mitego ya mauti.",bible_ebible,17.0,14.0,15.0,,,
PRO 13:15,PRO,13.0,15.0,"Good understanding wins favor, but the way of the faithless is difficult.","Okomanya okuya nigo gokorenta ogwancherwa, korende enchera y’abatari abegenwa nigo ekoraa gochia ase obosiru.","Ufahamu mzuri hupata upendeleo, bali njia ya asiye mwaminifu ni ngumu.",bible_ebible,12.0,14.0,11.0,,,
PRO 13:16,PRO,13.0,16.0,"Every prudent man acts with knowledge, but a fool displays his folly.","Omonto omong’aini nigo agokora emeremo yaye ne chiseemi, korende omonto omoriri nigo akoraria oboriri bwaye.","Kila mwenye busara hutenda kwa maarifa, bali mpumbavu hudhihirisha upumbavu wake.",bible_ebible,12.0,15.0,11.0,,,
PRO 13:17,PRO,13.0,17.0,"A wicked messenger falls into trouble, but a faithful envoy brings healing.","Omotomwa otari omwegenwa nigo akogwa ase emechando, korende oyore omwegenwa nigo akogwenia.","Mjumbe mwovu huanguka kwenye taabu, bali mjumbe mwaminifu huleta uponyaji.",bible_ebible,12.0,12.0,10.0,,,
PRO 13:18,PRO,13.0,18.0,"Poverty and shame come to him who ignores discipline, but whoever heeds correction is honored.","Omonto okwanga koigwera amorokererio akomoorongeyia, obotaka na obosooku nigo biramonyore, korende oyokoigwera ogokuurerwa nanyore amasikani.","Yeye anayedharau maonyo hupata umaskini na aibu, bali yeye anayekubali maonyo huheshimiwa.",bible_ebible,15.0,15.0,12.0,,,
PRO 13:19,PRO,13.0,19.0,"Desire fulfilled is sweet to the soul, but turning from evil is detestable to fools.","Okogania gwaikeranigwe nigo kore ogwansu ase omoyo, korende okoonchoka gotiga amabe, okwo nigo kore okogechigwa ase abariri.","Tarajio lililotimizwa ni tamu kwa nafsi, bali wapumbavu huchukia sana kuacha ubaya.",bible_ebible,15.0,17.0,12.0,,,
PRO 13:2,PRO,13.0,2.0,"From the fruit of his lips a man enjoys good things, but the desire of the faithless is violence.","Okwama kw’amang’ana omonto agokwana nigo gokomorentera amaya, korende okogania kw’abatari abegenwa nigo gokorigia obotindi.","Kutoka tunda la midomo yake mtu hufurahia mambo mema, bali wasio waaminifu wanatamani sana jeuri.",bible_ebible,19.0,14.0,15.0,,,
PRO 13:20,PRO,13.0,20.0,"He who walks with the wise will become wise, but the companion of fools will be destroyed.","Omonto ogotaara n’abanto abang’aini nigo arabe omong’aini, korende oyo ogosanga nabariri nanyorwe n’amabe.","Yeye atembeaye na mwenye hekima atapata hekima, bali rafiki wa mpumbavu hupata madhara.",bible_ebible,17.0,13.0,13.0,,,
PRO 13:21,PRO,13.0,21.0,"Disaster pursues sinners, but prosperity is the reward of the righteous.","Amang’ana amabe nigo agotunyana abanyene ebibe, korende abanyene oboronge ’nabaegwe amaya.","Balaa humwandama mtenda dhambi, bali mafanikio ni thawabu kwa mwenye haki.",bible_ebible,11.0,11.0,11.0,,,
PRO 13:22,PRO,13.0,22.0,"A good man leaves an inheritance to his children’s children, but the sinner’s wealth is passed to the righteous.","Omonto omuya nigo agotiga omwando ase abana baye, na ase abachokoro baye, korende obotenenku bw’abanyene ebibe nigo bogacheire abanyene oboronge.","Mtu mwema huwaachia wana wa wanawe urithi, bali mali ya wenye dhambi imehifadhiwa kwa ajili ya wenye haki.",bible_ebible,19.0,20.0,18.0,,,
